Vendor ID,Vendor Name,Technology Type,Cost (€),Energy Savings (%),Vendor Location,Contract Duration (Months),Technology ROI (%),Installation Time (Days),Maintenance Cost (€/Year),Vendor Rating (1-5),Technology Lifespan (Years),Carbon Reduction (kg CO2/Year),Vendor Contact,Technology Status
Vendor-1440,EcoInfra,Hardware,22422.9,13,Gothenburg,48,9,2,3858.75,4,3,3821,lbr5wrx8au@ecoinfra.com,In Development
Vendor-1441,EcoInfra,Hardware,15130.1,18,Lyon,60,11,4,3600.97,1,7,2904,p8y5k52ki8@ecoinfra.com,On Hold
Vendor-1442,EcoInfra,Renewable Energy,6614.9,26,Gothenburg,48,5,6,2736.2,4,13,7790,imrum6ghkk@ecoinfra.com,Pending
Vendor-1443,CoolIT,Hardware,7821.4,25,Milan,24,24,2,2704.54,4,16,9803,5018rls-hu@coolit.com,In Development
Vendor-1444,TechOptima,Renewable Energy,14122.5,22,Lyon,24,9,4,4233.58,4,11,4129,vnbghpxlgu@techoptima.com,Active
Vendor-1445,GreenCompute,Software,7647.9,24,Warsaw,12,15,6,4746.47,4,16,5870,_62vq8okfv@greencompute.com,Inactive
Vendor-1446,EcoInfra,Monitoring,13341.4,24,Porto,24,9,4,3326.91,4,9,6323,g0416i128i@ecoinfra.com,Active
Vendor-1447,EcoInfra,Monitoring,11106.9,24,Warsaw,48,10,12,4173.79,3,19,9047,t1h0gz74ix@ecoinfra.com,Inactive
Vendor-1448,TechOptima,Software,5527.6,11,Lyon,24,18,2,3232.52,4,8,6195,4_rkyssb7w@techoptima.com,In Development
Vendor-1449,PowerSolutions,Monitoring,24509.4,17,Cambridge,12,20,9,942.97,4,4,1849,8s6mxw7szc@powersolutions.com,Active
Vendor-1450,TechOptima,Renewable Energy,20098.1,16,Graz,48,7,4,3854.48,2,7,3703,zuy-ndbtnw@techoptima.com,In Development
Vendor-1451,CoolIT,Renewable Energy,17090.1,18,Milan,36,22,10,3176.63,4,9,3844,cnfeki3kf0@coolit.com,Pending
Vendor-1452,PowerSolutions,Software,10855.7,22,Cork,36,6,9,3032.07,5,16,7212,ouuozs95an@powersolutions.com,Inactive
Vendor-1453,GreenCompute,Software,8167.2,29,Cork,12,21,7,660.35,4,6,4769,qohgi2r-uy@greencompute.com,In Development
Vendor-1454,EcoInfra,Hardware,12962.7,27,Cambridge,24,23,5,3524.12,4,7,7539,5jlazsvh__@ecoinfra.com,Active
Vendor-1455,CoolIT,Software,5245.3,17,Cambridge,12,6,4,4975.88,4,6,2379,8uhgvxgjm2@coolit.com,On Hold
Vendor-1456,EcoInfra,Hardware,15886.5,10,Cork,60,5,11,2566.36,4,11,8209,n6h6j5vtm1@ecoinfra.com,Inactive
Vendor-1457,PowerSolutions,Software,5068.9,27,Milan,60,24,10,2232.53,4,10,5384,6xco9j-91j@powersolutions.com,In Development
Vendor-1458,GreenCompute,Renewable Energy,10894.1,22,Graz,48,21,13,3667.34,4,14,6711,-2wtjt2m9b@greencompute.com,On Hold
Vendor-1459,TechOptima,Renewable Energy,8355.4,20,Cork,12,9,13,3034.95,3,11,5491,ytzgl_mflc@techoptima.com,In Development
Vendor-1460,EcoInfra,Hardware,22702.3,20,Graz,60,13,11,1663.24,4,6,9708,gb55fqwykm@ecoinfra.com,Inactive
Vendor-1461,GreenCompute,Monitoring,22242.1,18,Cambridge,12,14,2,3765.78,4,3,1693,e3db9h2bbi@greencompute.com,Cancelled
Vendor-1462,GreenCompute,Hardware,20568.4,25,Graz,36,17,1,4490.23,4,17,2633,4_qouqn3gm@greencompute.com,Pending
Vendor-1463,TechOptima,Software,19500.8,15,Munich,12,8,6,2964.78,4,11,4130,poyna0b3ud@techoptima.com,Active
Vendor-1464,CoolIT,Software,20718.4,25,Munich,12,8,3,4061.26,4,18,3351,bbq-d16zpb@coolit.com,On Hold
Vendor-1465,GreenCompute,Hardware,7213.8,16,Cambridge,12,24,11,1575.97,2,6,6908,ceifkp2chw@greencompute.com,In Development
Vendor-1466,PowerSolutions,Software,19883.2,12,Cork,48,21,13,1877.19,4,18,6230,6fwfdjl00j@powersolutions.com,Inactive
Vendor-1467,GreenCompute,Renewable Energy,21976.5,20,Graz,48,21,7,1094.74,4,15,1746,b5g5pq251b@greencompute.com,Active
Vendor-1468,EcoInfra,Monitoring,10109.8,22,Lyon,12,11,3,1703.43,3,3,8752,znw6h33csm@ecoinfra.com,On Hold
Vendor-1469,TechOptima,Monitoring,16933.2,28,Milan,36,16,4,898.28,4,15,8890,kuzjumnmhp@techoptima.com,On Hold
Vendor-1470,GreenCompute,Monitoring,16163.3,10,Warsaw,24,9,2,2063.21,5,14,8387,2hbu-dl82j@greencompute.com,In Development
Vendor-1471,GreenCompute,Software,9848.0,12,Gothenburg,12,19,3,3214.18,4,4,8305,p2jcdxj70i@greencompute.com,On Hold
Vendor-1472,GreenCompute,Hardware,5788.2,23,Munich,60,5,1,3567.03,3,19,5539,7c963er8fw@greencompute.com,Active
Vendor-1473,TechOptima,Hardware,23031.7,23,Munich,24,17,4,3813.92,4,5,6438,5oz2d_ylkl@techoptima.com,Cancelled
Vendor-1474,EcoInfra,Monitoring,16390.7,12,Cambridge,60,6,10,3106.73,4,16,5494,fvuvjrogmf@ecoinfra.com,Cancelled
Vendor-1475,CoolIT,Monitoring,14086.6,14,Munich,48,10,2,4611.26,4,9,5983,-1t6kwcyyr@coolit.com,Active
Vendor-1476,EcoInfra,Software,22291.1,11,Lyon,24,6,9,1360.48,4,18,10969,7azzgxcume@ecoinfra.com,Cancelled
Vendor-1477,EcoInfra,Monitoring,19382.6,11,Munich,24,20,9,1790.75,3,9,6042,lgzmqlic8g@ecoinfra.com,In Development
Vendor-1478,GreenCompute,Renewable Energy,8489.1,26,Milan,36,20,12,1740.02,3,3,4207,j94i-8op9q@greencompute.com,Active
Vendor-1479,CoolIT,Monitoring,14944.5,18,Lyon,60,14,6,2201.81,4,3,4980,8g5q-9_sky@coolit.com,Active
Vendor-1480,EcoInfra,Hardware,17818.2,24,Cork,60,15,12,2616.41,4,11,7455,li8e_396td@ecoinfra.com,On Hold
Vendor-1481,PowerSolutions,Hardware,19156.0,19,Graz,36,7,9,4041.0,4,16,1625,9rsgffw9si@powersolutions.com,Pending
Vendor-1482,GreenCompute,Software,17156.9,17,Milan,48,11,12,986.39,4,12,1217,h1ex6dx53x@greencompute.com,Active
Vendor-1483,GreenCompute,Software,14594.2,13,Graz,60,11,11,1111.7,4,7,1144,lzw-p7rafv@greencompute.com,Cancelled
Vendor-1484,GreenCompute,Renewable Energy,5107.5,28,Cambridge,36,9,1,4152.4,4,19,3132,rg_ud6o0-0@greencompute.com,Active
Vendor-1485,GreenCompute,Renewable Energy,12007.7,24,Warsaw,12,14,13,1441.77,2,13,9662,q4odr82mun@greencompute.com,Pending
Vendor-1486,TechOptima,Software,16852.2,20,Cork,60,17,7,1067.61,5,8,3339,rei5adue9y@techoptima.com,On Hold
Vendor-1487,TechOptima,Software,14155.1,13,Cambridge,24,6,8,2596.17,1,3,1407,ly1f05rtut@techoptima.com,Cancelled
Vendor-1488,PowerSolutions,Monitoring,5326.9,17,Lyon,24,20,8,4940.5,3,8,6564,nipcm73hdl@powersolutions.com,Active
Vendor-1489,TechOptima,Monitoring,5507.4,20,Warsaw,60,5,3,4605.97,3,10,8788,h9yi111ok8@techoptima.com,In Development
Vendor-1490,EcoInfra,Software,23922.7,29,Cork,48,23,11,3636.01,2,7,2693,g050pjoamp@ecoinfra.com,In Development
Vendor-1491,TechOptima,Monitoring,9608.9,19,Graz,24,24,11,2888.74,4,15,8240,z1grr0qs_j@techoptima.com,In Development
Vendor-1492,GreenCompute,Software,20142.7,11,Cambridge,24,21,7,734.37,5,8,9564,2ju4trj-d9@greencompute.com,Active
Vendor-1493,TechOptima,Monitoring,17298.2,20,Graz,36,13,8,1647.65,2,11,8839,-rvo--rcv0@techoptima.com,Active
Vendor-1494,PowerSolutions,Monitoring,19428.3,22,Graz,24,14,7,3438.9,5,6,3196,qz4i70hqlx@powersolutions.com,Active
Vendor-1495,PowerSolutions,Renewable Energy,5556.0,10,Warsaw,48,19,3,3625.62,4,12,1442,2-mermp2nv@powersolutions.com,Pending
Vendor-1496,GreenCompute,Software,8466.7,19,Porto,12,18,2,4512.77,3,10,1667,t295lvq1n6@greencompute.com,In Development
Vendor-1497,EcoInfra,Software,17605.5,15,Milan,36,14,3,1826.27,4,16,10398,ymvcb15f5u@ecoinfra.com,On Hold
Vendor-1498,PowerSolutions,Hardware,6793.5,22,Cambridge,24,6,1,1372.88,4,17,7459,gtp-43ka03@powersolutions.com,Active
Vendor-1499,TechOptima,Hardware,20297.4,15,Porto,36,23,1,2246.11,5,12,6136,_vawe632kt@techoptima.com,Cancelled
Vendor-1500,PowerSolutions,Renewable Energy,24628.1,19,Milan,60,7,8,3184.11,4,4,1893,7dqkhvb_68@powersolutions.com,Active
Vendor-1501,EcoInfra,Monitoring,15204.1,11,Cork,36,19,11,525.77,5,4,7475,k03-9l867l@ecoinfra.com,Active
Vendor-1502,EcoInfra,Renewable Energy,12619.1,21,Graz,48,20,6,1875.4,2,6,5406,k1p89_bcvf@ecoinfra.com,Cancelled
Vendor-1503,EcoInfra,Hardware,6234.9,10,Cambridge,48,21,2,3179.54,4,17,6625,qzzz1o7dwo@ecoinfra.com,Inactive
Vendor-1504,PowerSolutions,Software,9090.1,11,Graz,60,20,8,4455.04,4,16,5881,q9376z0ekc@powersolutions.com,On Hold
Vendor-1505,CoolIT,Monitoring,24815.1,21,Graz,24,8,3,1336.46,4,16,10738,bmvdzpjla1@coolit.com,Inactive
Vendor-1506,CoolIT,Software,9610.9,17,Graz,24,9,6,2962.41,4,7,4482,ly39s000nl@coolit.com,On Hold
Vendor-1507,TechOptima,Renewable Energy,6781.8,29,Munich,24,22,6,3337.63,3,15,1016,6a3kiyph90@techoptima.com,In Development
Vendor-1508,PowerSolutions,Renewable Energy,23391.2,16,Lyon,60,5,3,3404.28,4,17,3602,b-p054zxjw@powersolutions.com,In Development
Vendor-1509,CoolIT,Hardware,17270.0,10,Milan,12,5,10,2419.07,1,5,4270,i3t9c9evth@coolit.com,Active
Vendor-1510,TechOptima,Hardware,6721.3,13,Warsaw,60,19,7,2099.37,4,3,7746,5xz-xsztyd@techoptima.com,Pending
Vendor-1511,GreenCompute,Renewable Energy,15486.1,16,Warsaw,12,14,3,1155.83,4,16,4178,2a1o5a27en@greencompute.com,Active
Vendor-1512,GreenCompute,Hardware,17820.9,14,Lyon,24,11,5,1553.98,4,17,1664,_ut302ss6d@greencompute.com,In Development
Vendor-1513,PowerSolutions,Monitoring,14963.3,25,Porto,48,12,7,1604.82,4,18,7631,m0y58v8u03@powersolutions.com,Inactive
Vendor-1514,PowerSolutions,Software,18669.2,23,Warsaw,36,13,1,3636.56,4,7,5311,5z3n-891m8@powersolutions.com,Active
Vendor-1515,GreenCompute,Renewable Energy,10421.4,21,Milan,48,14,10,2371.02,5,7,10987,_lgo7lf1ds@greencompute.com,Active
Vendor-1516,TechOptima,Renewable Energy,5581.0,12,Gothenburg,36,13,10,4930.96,4,10,4731,9dk5mvth30@techoptima.com,In Development
Vendor-1517,GreenCompute,Software,24184.3,12,Cambridge,24,9,9,3808.84,4,15,8169,3dp2_3umaf@greencompute.com,Pending
Vendor-1518,PowerSolutions,Software,18173.2,29,Porto,60,16,12,4213.56,2,17,3486,4mfukarr1d@powersolutions.com,Active
Vendor-1519,PowerSolutions,Monitoring,8422.5,14,Cambridge,36,22,13,3299.74,3,15,7257,khv9viz-79@powersolutions.com,Pending
Vendor-1520,TechOptima,Software,5241.7,18,Gothenburg,36,16,7,2419.76,4,5,8470,uqox9xzj4a@techoptima.com,Inactive
Vendor-1521,TechOptima,Renewable Energy,9381.0,17,Gothenburg,12,6,12,4063.99,2,16,2878,_wulrvf70j@techoptima.com,Pending
Vendor-1522,EcoInfra,Hardware,13481.8,26,Gothenburg,48,13,12,4030.32,3,18,9811,ooaq1jhc0y@ecoinfra.com,Active
Vendor-1523,PowerSolutions,Hardware,24428.1,16,Gothenburg,36,10,8,4419.61,4,12,3821,lucdr35d3v@powersolutions.com,Cancelled
Vendor-1524,EcoInfra,Hardware,19428.8,22,Graz,36,17,3,1722.01,3,3,2177,lp1cyd56uk@ecoinfra.com,Inactive
Vendor-1525,EcoInfra,Software,10694.7,15,Gothenburg,12,13,1,1639.27,4,9,2514,omdrn6zdhg@ecoinfra.com,Active
Vendor-1526,EcoInfra,Hardware,21639.4,22,Gothenburg,36,19,3,4930.56,3,5,5748,w3_m0-yqku@ecoinfra.com,Pending
Vendor-1527,PowerSolutions,Renewable Energy,18896.7,24,Munich,24,13,5,3143.74,4,7,1635,ia28i9r-zz@powersolutions.com,Inactive
Vendor-1528,PowerSolutions,Software,15320.6,20,Warsaw,24,16,3,4011.44,5,5,9673,r8c3q5lpvc@powersolutions.com,Active
Vendor-1529,PowerSolutions,Renewable Energy,6352.0,11,Graz,24,22,1,4558.23,1,8,4263,1c4trfk373@powersolutions.com,Active
Vendor-1530,TechOptima,Hardware,16946.6,20,Gothenburg,24,12,10,4918.3,4,4,9164,91_g969pd4@techoptima.com,Cancelled
Vendor-1531,EcoInfra,Hardware,7401.7,18,Gothenburg,48,17,11,3374.76,4,13,4927,x2yr63gr1h@ecoinfra.com,Active
Vendor-1532,PowerSolutions,Software,21882.2,29,Munich,12,19,7,4774.13,3,15,9512,ujz1kufh7r@powersolutions.com,Cancelled
Vendor-1533,EcoInfra,Monitoring,8278.5,23,Cork,60,12,8,4489.52,4,13,4409,nc93tpa0fk@ecoinfra.com,Active
Vendor-1534,TechOptima,Monitoring,10400.2,18,Milan,36,8,8,4195.93,4,9,4441,ryu980zm_2@techoptima.com,Active
Vendor-1535,CoolIT,Software,11420.5,16,Milan,60,19,1,1348.98,3,15,1212,js6ow6a78n@coolit.com,Inactive
Vendor-1536,TechOptima,Hardware,20464.8,11,Graz,12,15,6,4819.36,2,11,5184,youubcb8ul@techoptima.com,Active
Vendor-1537,PowerSolutions,Hardware,13767.9,12,Gothenburg,24,11,8,4137.08,4,13,4939,9ct39j2ah4@powersolutions.com,Inactive
Vendor-1538,GreenCompute,Monitoring,22057.1,18,Porto,48,23,10,4403.82,4,10,4705,q9k08tcp0v@greencompute.com,Active
Vendor-1539,PowerSolutions,Monitoring,12257.3,26,Munich,36,23,10,2120.17,4,4,5911,3tsghmeh70@powersolutions.com,Inactive
Vendor-1540,CoolIT,Hardware,10172.7,19,Gothenburg,60,5,10,2535.73,4,11,1831,ico09lqmce@coolit.com,Active
Vendor-1541,TechOptima,Monitoring,22894.1,23,Munich,60,9,10,1411.32,4,18,8182,04cpz6mue0@techoptima.com,Active
Vendor-1542,PowerSolutions,Software,21507.8,23,Warsaw,48,22,1,4813.22,4,13,10955,17gpxj5et0@powersolutions.com,Pending
Vendor-1543,EcoInfra,Software,19346.0,10,Lyon,60,23,8,804.18,4,16,8474,k1ilmfgi32@ecoinfra.com,Pending
Vendor-1544,PowerSolutions,Renewable Energy,8157.4,21,Warsaw,48,19,9,3388.89,4,11,9201,pthu3r2--6@powersolutions.com,Active
Vendor-1545,GreenCompute,Renewable Energy,9701.0,12,Cambridge,48,7,13,688.3,4,5,1744,bdcjn3sxce@greencompute.com,Active
Vendor-1546,CoolIT,Hardware,24007.1,27,Gothenburg,12,9,11,3506.99,4,9,3103,vtvtbu_o49@coolit.com,On Hold
Vendor-1547,TechOptima,Renewable Energy,12600.3,16,Warsaw,36,24,6,4578.83,4,14,2149,cnbsl5xkmv@techoptima.com,Active
Vendor-1548,PowerSolutions,Monitoring,18288.3,22,Milan,36,19,11,2092.6,1,10,3835,mhdd64bl9p@powersolutions.com,Active
Vendor-1549,EcoInfra,Hardware,11230.3,16,Milan,48,16,2,1855.34,4,9,8743,x7jr867bs9@ecoinfra.com,In Development
Vendor-1550,PowerSolutions,Monitoring,12190.7,12,Cork,36,8,3,1684.51,4,9,8494,1pgdn0s5_p@powersolutions.com,Pending
Vendor-1551,PowerSolutions,Software,11295.1,20,Graz,48,15,1,3961.24,4,12,1944,xdto3jjwqz@powersolutions.com,In Development
Vendor-1552,PowerSolutions,Monitoring,10953.8,16,Cork,36,7,6,3539.69,4,11,5989,dr1ou-ey53@powersolutions.com,Pending
Vendor-1553,EcoInfra,Monitoring,24190.0,24,Lyon,60,5,7,4860.05,3,18,10660,de0xiv9h3f@ecoinfra.com,Cancelled
Vendor-1554,GreenCompute,Renewable Energy,22421.5,24,Lyon,48,15,4,1977.45,4,13,9001,rlsav5opya@greencompute.com,On Hold
Vendor-1555,EcoInfra,Monitoring,19766.7,10,Cambridge,12,17,12,4084.16,3,12,4053,5a06qkr213@ecoinfra.com,On Hold
Vendor-1556,EcoInfra,Software,16280.4,13,Munich,12,12,6,1261.39,4,8,8836,mv72o2mj_k@ecoinfra.com,Active
Vendor-1557,PowerSolutions,Software,23564.6,20,Warsaw,24,23,8,3580.26,1,8,6341,i0vbydqxst@powersolutions.com,Active
Vendor-1558,CoolIT,Renewable Energy,20677.5,19,Cambridge,24,9,13,1432.36,3,3,6948,ii6h-a60dy@coolit.com,Active
Vendor-1559,GreenCompute,Monitoring,22186.0,22,Milan,60,7,3,2697.62,4,5,9831,phsefnuv07@greencompute.com,Active
Vendor-1560,CoolIT,Hardware,20009.7,20,Cambridge,24,14,9,1433.62,3,9,1867,ag8kh2d53r@coolit.com,In Development
Vendor-1561,PowerSolutions,Hardware,23284.9,20,Warsaw,48,13,5,3698.46,3,4,8373,mogagum7v7@powersolutions.com,Active
Vendor-1562,EcoInfra,Software,16906.1,12,Cork,48,21,6,4948.16,4,11,5120,9ylrgj8xqp@ecoinfra.com,Inactive
Vendor-1563,GreenCompute,Monitoring,16463.4,23,Warsaw,60,13,2,3325.01,4,7,2561,8d3irlqhmv@greencompute.com,In Development
Vendor-1564,PowerSolutions,Hardware,15744.9,23,Milan,48,16,6,2591.76,4,8,3617,dml3xi60_4@powersolutions.com,In Development
Vendor-1565,CoolIT,Monitoring,20587.9,25,Graz,60,15,3,3941.64,3,14,10484,y1dcwurxd4@coolit.com,In Development
Vendor-1566,TechOptima,Software,6793.3,22,Porto,60,20,1,4342.16,4,10,8766,m7h7593s8r@techoptima.com,Active
Vendor-1567,EcoInfra,Software,21173.1,28,Lyon,24,8,2,2788.87,1,17,4074,rtb0i6o3ps@ecoinfra.com,Inactive
Vendor-1568,PowerSolutions,Hardware,11954.7,23,Graz,12,24,12,843.84,4,3,3299,d0fum1-rb7@powersolutions.com,On Hold
Vendor-1569,TechOptima,Hardware,22291.6,27,Warsaw,60,6,6,4433.58,5,12,3053,6yc4awdph0@techoptima.com,In Development
Vendor-1570,EcoInfra,Hardware,14949.6,25,Warsaw,48,12,9,3598.64,5,5,3823,hqafx4ko65@ecoinfra.com,In Development
Vendor-1571,TechOptima,Monitoring,15548.9,16,Warsaw,36,20,3,3914.16,4,5,3116,qn0hw8ogow@techoptima.com,Active
Vendor-1572,PowerSolutions,Renewable Energy,21179.6,12,Porto,36,23,10,3644.75,1,10,7932,5y1q-e7zjp@powersolutions.com,Active
Vendor-1573,GreenCompute,Renewable Energy,15041.6,12,Munich,60,15,1,3309.62,5,11,2241,-5tu5824tg@greencompute.com,On Hold
Vendor-1574,EcoInfra,Software,11578.7,14,Cork,24,18,13,619.23,3,7,4542,q9_5qa-w__@ecoinfra.com,Active
Vendor-1575,PowerSolutions,Renewable Energy,6643.1,14,Warsaw,48,6,4,3979.61,2,16,4885,ppsucwl7l3@powersolutions.com,Pending
Vendor-1576,CoolIT,Renewable Energy,23754.7,22,Cambridge,24,19,7,4402.58,1,15,6483,_ygfgv9in9@coolit.com,Active
Vendor-1577,PowerSolutions,Monitoring,19703.0,27,Cambridge,36,21,11,3582.52,3,18,1447,ssrry7v2me@powersolutions.com,Active
Vendor-1578,CoolIT,Renewable Energy,17481.6,17,Lyon,12,14,11,662.56,4,13,1401,x9b4q6po98@coolit.com,Active
Vendor-1579,PowerSolutions,Hardware,19918.4,11,Gothenburg,48,5,5,2224.9,3,6,3074,mkn4_n4-0o@powersolutions.com,Inactive
Vendor-1580,GreenCompute,Hardware,19491.3,13,Gothenburg,60,8,8,2814.55,4,11,3598,4b17b9brxz@greencompute.com,In Development
Vendor-1581,GreenCompute,Renewable Energy,6483.0,10,Milan,24,22,1,4248.52,4,12,5817,8oh3qqzgj0@greencompute.com,Active
Vendor-1582,CoolIT,Hardware,7256.7,27,Gothenburg,12,6,9,2232.79,3,12,9906,u1eoenzps3@coolit.com,In Development
Vendor-1583,GreenCompute,Monitoring,16135.5,16,Warsaw,60,7,12,4601.28,3,16,10770,4jfwzdr57p@greencompute.com,Active
Vendor-1584,GreenCompute,Hardware,19803.3,18,Gothenburg,36,17,8,3036.67,4,4,7316,xck1uzxobd@greencompute.com,Inactive
Vendor-1585,CoolIT,Renewable Energy,11016.2,22,Cambridge,48,17,9,1907.81,3,16,7815,3rzwixex6v@coolit.com,Active
Vendor-1586,EcoInfra,Software,23514.9,29,Porto,36,19,9,1676.78,3,6,9048,beig1xvosw@ecoinfra.com,In Development
Vendor-1587,PowerSolutions,Hardware,8470.6,19,Milan,60,10,7,740.36,4,16,3123,45_lxjifot@powersolutions.com,Pending
Vendor-1588,GreenCompute,Renewable Energy,20696.0,26,Porto,24,5,12,4584.92,4,7,3048,92xl5l9y4r@greencompute.com,In Development
Vendor-1589,TechOptima,Monitoring,7853.6,28,Cork,48,14,3,2926.44,4,8,6295,w0d5p4iifk@techoptima.com,In Development
Vendor-1590,EcoInfra,Monitoring,9541.9,11,Milan,12,16,13,1521.15,3,4,7045,cvtuca-va4@ecoinfra.com,Active
Vendor-1591,GreenCompute,Hardware,13419.2,22,Cambridge,24,20,3,1159.84,4,7,5137,q6xonc8j71@greencompute.com,In Development
Vendor-1592,TechOptima,Monitoring,14718.4,22,Gothenburg,48,6,2,534.62,3,17,4575,kg5d9w1s0e@techoptima.com,Active
Vendor-1593,PowerSolutions,Hardware,10634.9,21,Cork,48,7,4,2661.26,5,10,4171,qjpyuc2yic@powersolutions.com,Active
Vendor-1594,GreenCompute,Monitoring,8867.3,14,Porto,36,8,1,1873.8,4,8,3114,quxcwdp8_c@greencompute.com,Active
Vendor-1595,TechOptima,Hardware,24381.0,22,Lyon,24,9,7,1954.69,5,19,1387,4qll3_vtwk@techoptima.com,Active
Vendor-1596,TechOptima,Monitoring,22415.5,16,Graz,12,19,1,852.5,3,9,7899,znr5y3etq5@techoptima.com,Inactive
Vendor-1597,GreenCompute,Monitoring,17098.6,15,Lyon,24,8,11,4874.63,2,7,1968,d68aj36_pg@greencompute.com,In Development
Vendor-1598,PowerSolutions,Software,20166.8,17,Warsaw,24,8,5,3430.91,4,19,10115,cq4h7cbaot@powersolutions.com,Inactive
Vendor-1599,GreenCompute,Renewable Energy,13329.9,19,Graz,60,20,2,2150.61,3,12,8750,upsxuayrcc@greencompute.com,Active
Vendor-1600,GreenCompute,Software,19461.9,19,Cork,36,6,7,2068.77,4,19,3265,ec0aild4r5@greencompute.com,Active
Vendor-1601,PowerSolutions,Hardware,10460.2,13,Graz,60,13,6,2516.43,4,8,3671,cdyynukudw@powersolutions.com,Active
Vendor-1602,EcoInfra,Software,8168.0,21,Cambridge,48,16,9,2945.56,4,14,6884,hbzjgb17to@ecoinfra.com,On Hold
Vendor-1603,CoolIT,Renewable Energy,19669.6,22,Gothenburg,12,20,2,2978.11,4,14,9286,2z4y7jkjd5@coolit.com,Pending
Vendor-1604,GreenCompute,Renewable Energy,22324.4,28,Gothenburg,24,9,4,2831.39,4,6,5989,deq1h_ct88@greencompute.com,Active
Vendor-1605,EcoInfra,Hardware,9515.5,16,Cork,60,18,10,3834.31,4,7,8220,kcdfw6771q@ecoinfra.com,In Development
Vendor-1606,TechOptima,Software,20294.5,21,Munich,36,12,11,2709.12,2,9,9543,2sr4gr8_6a@techoptima.com,In Development
Vendor-1607,CoolIT,Monitoring,17247.8,19,Cork,36,19,13,4530.04,4,19,1737,i1t-95o_e1@coolit.com,Active
Vendor-1608,EcoInfra,Renewable Energy,23448.0,15,Cambridge,60,18,13,812.65,1,13,2734,7edqtgsk72@ecoinfra.com,Inactive
Vendor-1609,TechOptima,Hardware,24473.0,13,Gothenburg,36,24,9,3213.17,3,18,7341,lwrhp6_oal@techoptima.com,Cancelled
Vendor-1610,PowerSolutions,Software,17952.9,23,Porto,48,21,8,3834.27,1,17,8367,vbzaes7mtr@powersolutions.com,Active
Vendor-1611,PowerSolutions,Software,18006.5,17,Porto,48,21,13,837.74,4,5,6925,frfg9m4srz@powersolutions.com,Pending
Vendor-1612,PowerSolutions,Software,21341.3,26,Milan,24,11,7,2259.88,4,9,5796,wukod_1x8s@powersolutions.com,Active
Vendor-1613,TechOptima,Monitoring,23822.3,22,Milan,12,23,9,3503.03,4,15,2362,g23j8g-nz-@techoptima.com,Pending
Vendor-1614,TechOptima,Renewable Energy,8760.4,28,Cambridge,24,24,9,4099.73,3,3,8166,rvba2fkfc4@techoptima.com,Active
Vendor-1615,PowerSolutions,Software,11158.3,27,Lyon,12,15,10,4419.5,4,4,2149,osy60137y3@powersolutions.com,Active
Vendor-1616,EcoInfra,Hardware,12304.2,15,Cambridge,48,17,8,1916.62,1,19,4787,mi8ypn0ccq@ecoinfra.com,On Hold
Vendor-1617,TechOptima,Monitoring,6695.3,27,Cork,36,19,6,3002.4,2,8,6633,x9gqmnedjj@techoptima.com,Active
Vendor-1618,GreenCompute,Hardware,9765.1,24,Munich,60,15,9,658.32,3,4,4033,6j5usqu6j9@greencompute.com,Cancelled
Vendor-1619,TechOptima,Renewable Energy,10189.8,14,Munich,60,16,10,1687.16,3,19,5532,q63z81v2y1@techoptima.com,Inactive
Vendor-1620,TechOptima,Renewable Energy,19608.9,14,Porto,48,19,7,2228.22,5,12,7494,tc5nwo0jk9@techoptima.com,On Hold
Vendor-1621,PowerSolutions,Software,10478.7,18,Cambridge,48,14,10,1824.14,4,13,8464,hx3_itifc3@powersolutions.com,On Hold
Vendor-1622,PowerSolutions,Monitoring,14523.2,16,Gothenburg,12,10,2,4118.75,4,9,5658,hx1rz7-6rg@powersolutions.com,Active
Vendor-1623,GreenCompute,Renewable Energy,24556.0,10,Munich,48,13,11,3936.71,4,18,6360,rqd9me7a8j@greencompute.com,In Development
Vendor-1624,PowerSolutions,Hardware,18026.4,24,Cork,12,18,4,856.49,4,7,10667,bmn8vcso8g@powersolutions.com,Active
Vendor-1625,GreenCompute,Hardware,11017.8,21,Munich,36,9,9,1850.61,2,17,8518,ezh3snxv4y@greencompute.com,Inactive
Vendor-1626,GreenCompute,Renewable Energy,17824.2,21,Gothenburg,12,15,1,3817.29,1,19,2323,kbg4_7s2zs@greencompute.com,On Hold
Vendor-1627,EcoInfra,Software,9791.3,14,Cork,24,16,12,1028.55,4,8,10609,m5qwdxht_u@ecoinfra.com,Active
Vendor-1628,GreenCompute,Monitoring,8999.3,22,Porto,12,22,7,1387.55,4,12,6566,a_a5t7-v0a@greencompute.com,In Development
Vendor-1629,TechOptima,Monitoring,12784.0,15,Milan,36,7,7,3020.02,5,14,3288,8_3amlg0ho@techoptima.com,Cancelled
Vendor-1630,PowerSolutions,Software,7893.5,19,Munich,48,5,7,2692.88,3,8,5130,meuhtabxwz@powersolutions.com,Active
Vendor-1631,TechOptima,Software,13078.0,17,Cork,12,5,11,1576.99,2,3,7660,1jjmjv3c1l@techoptima.com,Active
Vendor-1632,PowerSolutions,Monitoring,22210.3,25,Porto,12,5,2,968.34,4,7,7599,rs-nra3m_y@powersolutions.com,Active
Vendor-1633,EcoInfra,Hardware,14158.9,22,Graz,36,9,3,682.53,4,15,6212,2ghvn_ei7l@ecoinfra.com,In Development
