Vendor ID,Vendor Name,Technology Type,Cost (€),Energy Savings (%),Vendor Location,Contract Duration (Months),Technology ROI (%),Installation Time (Days),Maintenance Cost (€/Year),Vendor Rating (1-5),Technology Lifespan (Years),Carbon Reduction (kg CO2/Year),Vendor Contact,Technology Status
Vendor-1050,GreenCompute,Monitoring,16574.3,15,London,36,9,13,2383.85,3,7,8355,1fs9a5v10h@greencompute.com,Pending
Vendor-1051,EcoInfra,Renewable Energy,6676.5,28,Dublin,36,17,7,4868.13,1,13,5188,ztt0eehm7c@ecoinfra.com,Pending
Vendor-1052,EcoInfra,Monitoring,23404.4,22,Stockholm,12,18,9,1760.35,4,19,6929,u0i5vihz6w@ecoinfra.com,In Development
Vendor-1053,EcoInfra,Hardware,8024.6,23,Amsterdam,12,10,1,2649.24,4,7,5067,kqnidr6ewk@ecoinfra.com,Inactive
Vendor-1054,TechOptima,Renewable Energy,22629.6,14,London,12,17,10,1041.69,3,9,3555,8ak-2_6nw9@techoptima.com,In Development
Vendor-1055,EcoInfra,Software,8867.6,16,Vienna,12,5,12,2623.38,3,10,7544,1poxnqrvqs@ecoinfra.com,On Hold
Vendor-1056,GreenCompute,Software,8721.6,21,Berlin,48,16,12,2014.06,4,5,2978,fhhwyeupx1@greencompute.com,Pending
Vendor-1057,GreenCompute,Hardware,7976.5,28,Paris,36,11,8,2680.03,4,14,2161,dxwmg6ymez@greencompute.com,Active
Vendor-1058,EcoInfra,Software,8149.6,27,Lisbon,12,18,4,2449.35,5,9,1382,hjx6c9gls9@ecoinfra.com,Active
Vendor-1059,CoolIT,Software,18398.2,17,Stockholm,24,17,9,4507.01,4,7,5175,pnbvm97msw@coolit.com,Active
Vendor-1060,EcoInfra,Renewable Energy,5044.1,27,Amsterdam,60,24,10,3236.05,3,18,1362,58lgomyoef@ecoinfra.com,Active
Vendor-1061,GreenCompute,Renewable Energy,20987.7,11,Lisbon,48,14,6,2337.28,3,16,6275,ha_d3i6tep@greencompute.com,Active
Vendor-1062,TechOptima,Monitoring,19562.8,19,Lisbon,60,13,10,2266.66,1,10,6451,ptr21y1sr0@techoptima.com,Active
Vendor-1063,PowerSolutions,Hardware,13310.9,13,Stockholm,60,23,7,739.79,3,4,4180,uip3ux3f8t@powersolutions.com,On Hold
Vendor-1064,PowerSolutions,Renewable Energy,21627.2,11,Amsterdam,36,18,11,1544.25,4,19,7792,tqz46-e916@powersolutions.com,Active
Vendor-1065,CoolIT,Monitoring,18948.6,15,Paris,48,8,1,4495.91,3,19,2130,nix95t06pn@coolit.com,Active
Vendor-1066,GreenCompute,Software,24422.5,24,Stockholm,48,22,5,2168.56,4,16,9710,6h1xwaucae@greencompute.com,On Hold
Vendor-1067,EcoInfra,Renewable Energy,18162.9,16,Stockholm,24,9,2,4811.41,1,8,10849,u6m1v777tv@ecoinfra.com,Pending
Vendor-1068,GreenCompute,Monitoring,17567.1,13,Stockholm,60,20,13,1237.59,3,15,8749,ytse4lagdt@greencompute.com,Inactive
Vendor-1069,TechOptima,Software,7099.7,27,Rome,36,21,11,1145.92,4,5,5401,6fwpr01l1t@techoptima.com,Active
Vendor-1070,PowerSolutions,Software,22837.1,15,London,36,23,8,4443.33,5,19,3977,bii0tkrq4m@powersolutions.com,On Hold
Vendor-1071,TechOptima,Software,17497.3,26,Dublin,24,20,5,2830.76,3,8,10702,w_-riquyxx@techoptima.com,Pending
Vendor-1072,GreenCompute,Hardware,14466.7,23,Paris,60,8,10,4337.12,3,17,2174,4f8rn3wghm@greencompute.com,Active
Vendor-1073,PowerSolutions,Software,5190.4,18,London,36,22,1,1886.18,4,8,9045,oyq0r03qjp@powersolutions.com,Active
Vendor-1074,EcoInfra,Renewable Energy,15024.6,27,Lisbon,12,20,8,1574.78,4,8,4053,5mnpi44s2t@ecoinfra.com,In Development
Vendor-1075,GreenCompute,Software,16692.2,29,Rome,48,5,9,3334.87,4,9,9969,bewc35gh5m@greencompute.com,Inactive
Vendor-1076,EcoInfra,Monitoring,19230.6,20,Lisbon,60,20,10,1919.45,2,14,2316,11awkrhtfa@ecoinfra.com,Cancelled
Vendor-1077,PowerSolutions,Renewable Energy,8389.7,20,London,36,17,12,652.43,4,10,8065,o1t1xzazs-@powersolutions.com,In Development
Vendor-1078,GreenCompute,Renewable Energy,6921.0,12,Stockholm,24,5,11,4552.63,4,9,5103,sb8w4dh9fk@greencompute.com,Active
Vendor-1079,PowerSolutions,Monitoring,16429.2,16,Rome,60,22,12,4191.82,3,4,9766,uor_ckl3-9@powersolutions.com,Active
Vendor-1080,PowerSolutions,Monitoring,21838.4,17,Stockholm,36,17,7,2866.22,5,19,3217,f-51fmm-2h@powersolutions.com,Active
Vendor-1081,GreenCompute,Monitoring,17818.7,23,Stockholm,24,13,2,1658.12,3,16,8810,o58giv03ka@greencompute.com,In Development
Vendor-1082,CoolIT,Monitoring,20311.8,13,Paris,48,5,5,1971.78,4,18,6133,vhiq-b162l@coolit.com,Active
Vendor-1083,TechOptima,Monitoring,12192.2,14,Stockholm,60,18,12,655.07,2,18,3660,73xdmga15m@techoptima.com,In Development
Vendor-1084,EcoInfra,Monitoring,8997.3,20,Stockholm,48,22,5,1066.32,4,9,4648,fg0irukt4d@ecoinfra.com,Pending
Vendor-1085,PowerSolutions,Software,10290.3,27,London,36,19,5,2009.34,4,3,8340,x3r-86k2z3@powersolutions.com,On Hold
Vendor-1086,PowerSolutions,Hardware,9151.3,16,Vienna,24,14,3,4222.29,4,4,1298,9-9fmucuxr@powersolutions.com,Pending
Vendor-1087,GreenCompute,Software,23227.3,22,Stockholm,12,8,2,4005.74,4,12,9054,ao86xjq3y7@greencompute.com,Cancelled
Vendor-1088,EcoInfra,Hardware,23566.4,25,London,48,21,2,2349.52,5,5,6895,gfw-oq_bx4@ecoinfra.com,On Hold
Vendor-1089,TechOptima,Hardware,16552.8,18,Stockholm,36,23,7,4393.98,4,10,4975,rn3valav0i@techoptima.com,Inactive
Vendor-1090,CoolIT,Hardware,17857.0,20,Lisbon,24,23,2,3027.22,4,17,6619,30l66bjkqa@coolit.com,Active
Vendor-1091,PowerSolutions,Hardware,22647.6,16,London,12,21,5,4658.95,4,6,3881,j-yh5e2qwn@powersolutions.com,Cancelled
Vendor-1092,GreenCompute,Renewable Energy,11328.7,23,Amsterdam,48,14,4,601.67,4,10,10446,803ps265y2@greencompute.com,In Development
Vendor-1093,PowerSolutions,Software,10303.5,14,Rome,48,12,10,4387.53,4,6,4241,_bc593hee2@powersolutions.com,Active
Vendor-1094,PowerSolutions,Monitoring,22906.8,20,Rome,60,8,7,3686.87,5,4,5277,68sz5_409y@powersolutions.com,Inactive
Vendor-1095,CoolIT,Hardware,8759.9,11,Lisbon,36,17,2,2023.6,5,9,9637,gn_v0l8iyc@coolit.com,Inactive
Vendor-1096,EcoInfra,Monitoring,24974.0,13,Rome,48,24,2,3641.59,4,19,3661,vkc7xv80ni@ecoinfra.com,In Development
Vendor-1097,CoolIT,Monitoring,20944.3,22,Lisbon,12,10,12,3658.87,4,4,7624,qlhqrhahvx@coolit.com,Active
Vendor-1098,CoolIT,Monitoring,22691.0,12,Dublin,60,10,11,3212.5,3,15,6788,cnw_x_z8v9@coolit.com,In Development
Vendor-1099,TechOptima,Renewable Energy,10269.8,29,Lisbon,36,12,11,4597.86,4,14,8238,88hgnmu9tp@techoptima.com,Inactive
Vendor-1100,PowerSolutions,Monitoring,22013.6,10,Berlin,48,15,8,4541.71,3,11,3037,7h3k9b16kn@powersolutions.com,Active
Vendor-1101,CoolIT,Renewable Energy,12207.0,23,Lisbon,24,17,2,1533.41,3,9,8825,rvgskh5fvw@coolit.com,Active
Vendor-1102,PowerSolutions,Software,13555.7,16,Stockholm,48,23,10,1561.51,5,5,8359,yzmz70hwb1@powersolutions.com,Cancelled
Vendor-1103,EcoInfra,Monitoring,17931.1,24,Paris,24,9,7,2566.57,4,17,1148,6v806hgq49@ecoinfra.com,Active
Vendor-1104,GreenCompute,Monitoring,24143.6,29,Stockholm,48,7,13,3550.83,4,13,5323,5hf1a8clxb@greencompute.com,In Development
Vendor-1105,PowerSolutions,Hardware,15789.2,23,London,60,14,13,3906.13,1,14,8752,tkcbuq-how@powersolutions.com,Pending
Vendor-1106,EcoInfra,Renewable Energy,17124.1,18,Amsterdam,12,17,1,4951.54,4,11,4611,c4w1y4d6if@ecoinfra.com,Active
Vendor-1107,EcoInfra,Monitoring,23027.0,16,Berlin,12,21,5,1678.28,4,16,8998,7-rsy3ri9a@ecoinfra.com,In Development
Vendor-1108,PowerSolutions,Hardware,9609.0,14,Amsterdam,48,12,12,2919.8,5,19,1058,fcpk7ydx7_@powersolutions.com,Active
Vendor-1109,TechOptima,Renewable Energy,14609.3,17,Stockholm,12,24,3,1435.39,4,3,9127,xx42h2xja_@techoptima.com,In Development
Vendor-1110,CoolIT,Monitoring,22562.6,26,Stockholm,36,11,6,4341.3,4,10,10193,d5xcy4q-ww@coolit.com,In Development
Vendor-1111,CoolIT,Hardware,21588.8,11,Rome,12,8,7,2180.62,1,11,10913,ge7jees9cl@coolit.com,Active
Vendor-1112,CoolIT,Renewable Energy,6190.3,24,Stockholm,48,22,13,4804.2,4,6,3547,1nkn1_umhq@coolit.com,Active
Vendor-1113,TechOptima,Software,6130.9,27,Lisbon,24,7,11,3745.58,4,10,9029,5o2b8tbk_0@techoptima.com,Active
Vendor-1114,PowerSolutions,Software,22299.7,13,Berlin,12,6,7,3848.32,4,12,8793,1i4ot40q7p@powersolutions.com,Inactive
Vendor-1115,CoolIT,Monitoring,10168.8,23,Stockholm,12,18,12,796.04,4,9,1305,hvpjqwta5f@coolit.com,Active
Vendor-1116,PowerSolutions,Renewable Energy,12042.3,18,Rome,48,10,10,3122.86,4,18,10735,-w7czdyv6l@powersolutions.com,Active
Vendor-1117,TechOptima,Software,18561.8,24,Amsterdam,24,15,6,698.52,1,3,10061,1c0c188-o2@techoptima.com,Active
Vendor-1118,GreenCompute,Software,18258.4,28,Stockholm,36,9,11,839.37,4,4,3370,_3ek6qpcf0@greencompute.com,In Development
Vendor-1119,TechOptima,Renewable Energy,19085.4,21,Lisbon,48,12,9,4773.58,3,14,4186,h6id94c2a0@techoptima.com,Active
Vendor-1120,TechOptima,Software,6748.5,24,Vienna,36,23,3,796.51,4,19,9850,_jy7gpl01l@techoptima.com,On Hold
Vendor-1121,EcoInfra,Monitoring,16998.3,12,Vienna,48,6,11,4711.31,5,14,10739,8z38b7_nal@ecoinfra.com,Active
Vendor-1122,GreenCompute,Software,14610.0,23,Amsterdam,60,23,4,1643.88,4,15,1374,vlckz_rk2g@greencompute.com,Active
Vendor-1123,EcoInfra,Monitoring,21106.8,25,Lisbon,24,18,10,588.52,4,19,2204,gs641qdcfq@ecoinfra.com,Cancelled
Vendor-1124,EcoInfra,Monitoring,8077.7,21,Rome,24,5,5,4870.45,5,16,10572,bnuyr-cixw@ecoinfra.com,Active
Vendor-1125,PowerSolutions,Monitoring,19066.9,17,Berlin,24,20,10,2586.58,4,16,5492,_fjtda56ze@powersolutions.com,In Development
Vendor-1126,CoolIT,Hardware,20266.9,13,Stockholm,12,23,4,1930.54,4,10,1976,z38gqlh0cf@coolit.com,In Development
Vendor-1127,CoolIT,Hardware,24748.6,13,Stockholm,12,18,10,2299.12,4,3,9891,cdbjei6lv-@coolit.com,Pending
Vendor-1128,EcoInfra,Hardware,17262.8,18,Amsterdam,12,9,1,4669.23,5,18,3143,n6uqhkbjz8@ecoinfra.com,On Hold
Vendor-1129,TechOptima,Software,10169.8,26,Stockholm,60,8,1,1636.24,4,7,6567,ok-ub_0iio@techoptima.com,Cancelled
Vendor-1130,PowerSolutions,Renewable Energy,21937.3,19,Lisbon,12,22,12,4679.21,4,5,3621,e6q8u6abwj@powersolutions.com,Active
Vendor-1131,EcoInfra,Hardware,20929.7,18,London,24,5,2,866.86,3,6,7409,swkzui564s@ecoinfra.com,Inactive
Vendor-1132,PowerSolutions,Hardware,5724.6,28,Lisbon,36,13,9,920.43,4,6,7252,s6h68asd6-@powersolutions.com,On Hold
Vendor-1133,TechOptima,Hardware,20146.4,26,Lisbon,60,16,5,2724.5,4,4,3832,xbkibjnliq@techoptima.com,Active
Vendor-1134,TechOptima,Monitoring,18807.1,23,Lisbon,24,6,2,2006.8,4,6,8725,9l1uv2r4co@techoptima.com,Inactive
Vendor-1135,TechOptima,Software,9806.9,16,London,24,14,6,591.69,4,15,7312,pivt0nz1no@techoptima.com,In Development
Vendor-1136,PowerSolutions,Software,16795.1,22,Paris,48,16,8,2942.69,3,8,5304,96_07pdafq@powersolutions.com,Cancelled
Vendor-1137,GreenCompute,Software,15523.8,11,Amsterdam,12,24,4,1736.69,5,6,4087,f5wys4fq29@greencompute.com,In Development
Vendor-1138,TechOptima,Monitoring,10315.9,12,Vienna,60,8,12,2898.83,4,7,5919,_91uya3u89@techoptima.com,Active
Vendor-1139,GreenCompute,Renewable Energy,14284.4,18,Stockholm,12,15,9,3154.53,4,8,10669,gum-72r34t@greencompute.com,Active
Vendor-1140,EcoInfra,Renewable Energy,8875.7,21,Paris,24,17,8,1419.62,4,13,1456,6uk3xj54je@ecoinfra.com,In Development
Vendor-1141,GreenCompute,Software,8175.2,20,Berlin,36,14,13,4183.54,5,18,1169,920h8k6uth@greencompute.com,On Hold
Vendor-1142,PowerSolutions,Renewable Energy,23788.3,25,Stockholm,48,10,13,2697.41,4,4,10689,3v_ljrib_g@powersolutions.com,In Development
Vendor-1143,GreenCompute,Software,16477.8,11,Berlin,12,9,7,3778.02,1,19,3529,oo6fyfqyzh@greencompute.com,In Development
Vendor-1144,PowerSolutions,Monitoring,21222.8,14,Stockholm,48,22,13,3180.25,4,3,6486,xwxkogwpk7@powersolutions.com,Pending
Vendor-1145,CoolIT,Monitoring,11769.6,15,Berlin,24,6,5,3010.31,4,12,3519,o8z2r_jnfk@coolit.com,Active
Vendor-1146,TechOptima,Monitoring,11772.6,20,Lisbon,60,5,10,4121.74,5,11,1713,qqvsfm6838@techoptima.com,On Hold
Vendor-1147,GreenCompute,Software,15005.1,26,Stockholm,24,14,5,1970.59,4,10,10475,9ojg-dlf8-@greencompute.com,Active
Vendor-1148,TechOptima,Hardware,22112.9,20,Vienna,60,16,6,3630.52,4,16,6957,y-q5lgymue@techoptima.com,In Development
Vendor-1149,EcoInfra,Renewable Energy,23981.3,25,Paris,24,10,7,1416.75,3,8,1723,jb_9pfcmkb@ecoinfra.com,In Development
Vendor-1150,GreenCompute,Hardware,5955.2,16,Lisbon,36,21,13,3536.58,2,17,4080,ltzemobr3b@greencompute.com,Active
Vendor-1151,CoolIT,Hardware,14346.9,12,Stockholm,12,7,3,2153.66,3,12,6329,pj7vb27ogp@coolit.com,In Development
Vendor-1152,EcoInfra,Monitoring,22511.4,17,Amsterdam,12,15,7,570.99,4,18,4687,lcoxnpoct1@ecoinfra.com,Pending
Vendor-1153,CoolIT,Software,15951.1,15,Dublin,60,7,8,4466.69,4,4,9393,q9a56q6e9l@coolit.com,In Development
Vendor-1154,EcoInfra,Renewable Energy,14013.1,12,Stockholm,60,18,5,912.54,4,4,8898,s713y5z5-4@ecoinfra.com,Inactive
Vendor-1155,PowerSolutions,Hardware,8024.5,29,Rome,60,24,12,2738.72,4,19,9351,n0o9ay2hpq@powersolutions.com,On Hold
Vendor-1156,PowerSolutions,Hardware,13867.1,13,London,48,23,7,3855.97,2,11,7530,jzgx0504hl@powersolutions.com,In Development
Vendor-1157,PowerSolutions,Renewable Energy,19793.1,23,Dublin,36,7,6,919.14,5,3,9327,phkr8obx-h@powersolutions.com,Active
Vendor-1158,TechOptima,Monitoring,18573.0,20,London,24,13,13,2597.11,4,11,6446,yj2blmlgwg@techoptima.com,In Development
Vendor-1159,PowerSolutions,Hardware,13778.7,24,Paris,12,10,8,1149.79,2,11,5004,5y5i9a0ns_@powersolutions.com,On Hold
Vendor-1160,TechOptima,Hardware,20340.5,28,Amsterdam,36,8,4,4602.15,2,6,2254,s1lme5mfqd@techoptima.com,Active
Vendor-1161,GreenCompute,Monitoring,16878.3,13,London,60,13,5,2747.45,4,16,7042,-chjljouyl@greencompute.com,Pending
Vendor-1162,EcoInfra,Monitoring,10492.1,24,Berlin,36,22,6,2583.54,3,13,4804,24qya8l_zc@ecoinfra.com,In Development
Vendor-1163,CoolIT,Monitoring,7772.3,11,Rome,36,19,9,3179.68,3,10,9880,2hkw5z2anq@coolit.com,Pending
Vendor-1164,EcoInfra,Hardware,18343.0,15,London,24,13,6,2507.93,3,11,8018,-itn8g-cp6@ecoinfra.com,Active
Vendor-1165,EcoInfra,Monitoring,8505.4,28,Stockholm,60,21,5,4817.11,3,6,10092,5j2mjicnpe@ecoinfra.com,Active
Vendor-1166,GreenCompute,Monitoring,9229.9,23,Lisbon,36,13,10,3749.43,2,7,10505,tqokdt2wko@greencompute.com,Active
Vendor-1167,PowerSolutions,Renewable Energy,10571.4,21,Amsterdam,48,6,9,4312.4,4,15,4887,2yy0gtc18_@powersolutions.com,In Development
Vendor-1168,TechOptima,Renewable Energy,23969.8,19,Rome,24,9,11,1008.35,2,6,2847,y273k_y35-@techoptima.com,On Hold
Vendor-1169,EcoInfra,Monitoring,18599.7,22,Vienna,48,21,11,4461.35,5,8,4019,kjij7tecyt@ecoinfra.com,Pending
Vendor-1170,EcoInfra,Monitoring,23546.6,20,Rome,48,6,8,2712.62,4,5,9729,nahsocd8vt@ecoinfra.com,Pending
Vendor-1171,EcoInfra,Monitoring,9898.0,29,Vienna,12,19,5,3398.52,3,3,2952,anb41viuj7@ecoinfra.com,Pending
Vendor-1172,CoolIT,Software,17317.4,21,Dublin,36,24,6,3271.15,3,17,4518,w1zeplc0bu@coolit.com,Active
Vendor-1173,TechOptima,Hardware,18465.9,13,Rome,48,9,8,3334.74,4,3,5603,_em28c8cje@techoptima.com,Active
Vendor-1174,EcoInfra,Monitoring,24011.7,15,Berlin,36,6,4,3607.84,2,7,3914,jx1k811uon@ecoinfra.com,Active
Vendor-1175,CoolIT,Renewable Energy,14337.7,19,London,48,7,7,1430.4,5,17,7552,dgc00t_pbg@coolit.com,Active
Vendor-1176,GreenCompute,Renewable Energy,17856.9,15,London,60,19,4,2816.91,4,8,10317,hkket2qg_-@greencompute.com,In Development
Vendor-1177,PowerSolutions,Software,22551.9,24,Vienna,60,18,9,1536.04,3,18,3235,2sisaktgud@powersolutions.com,In Development
Vendor-1178,GreenCompute,Software,7834.6,15,Stockholm,60,12,11,976.04,4,19,7102,9mepg13a1f@greencompute.com,Cancelled
Vendor-1179,TechOptima,Renewable Energy,23215.0,19,London,36,17,3,3683.94,4,5,5025,dep67h-r49@techoptima.com,Active
Vendor-1180,EcoInfra,Renewable Energy,11568.1,25,Vienna,48,20,3,2898.6,4,5,7691,bwhfi16he6@ecoinfra.com,Cancelled
Vendor-1181,EcoInfra,Hardware,13584.6,24,Paris,36,10,4,775.77,5,11,5067,y7a6_68aqk@ecoinfra.com,Inactive
Vendor-1182,CoolIT,Renewable Energy,15091.4,15,Berlin,24,21,9,3734.36,4,7,9215,68hm0qfj5d@coolit.com,Inactive
Vendor-1183,EcoInfra,Software,19349.6,11,Dublin,12,12,2,1455.53,4,10,7749,_mlb80641y@ecoinfra.com,Inactive
Vendor-1184,EcoInfra,Software,8150.4,12,Dublin,12,11,9,2890.2,4,19,7116,dxylgusva5@ecoinfra.com,Cancelled
Vendor-1185,EcoInfra,Software,18707.3,22,Berlin,12,22,4,1335.4,4,14,7451,kamt4ey7pw@ecoinfra.com,Active
Vendor-1186,PowerSolutions,Software,6904.9,11,Stockholm,24,8,1,3555.13,4,13,2555,qkkab6n5-2@powersolutions.com,Pending
Vendor-1187,PowerSolutions,Hardware,12659.9,29,Vienna,48,7,1,942.83,4,13,2409,p4ha0n3spg@powersolutions.com,Active
Vendor-1188,TechOptima,Monitoring,17370.5,24,Vienna,36,13,8,3072.92,4,4,10045,ekgt034wp5@techoptima.com,Cancelled
Vendor-1189,TechOptima,Renewable Energy,7809.9,11,London,60,16,5,4677.86,4,14,5760,9x8mc4_vq3@techoptima.com,Pending
Vendor-1190,PowerSolutions,Monitoring,18355.6,19,Amsterdam,24,17,1,3822.79,4,3,9530,7ru55b6v7h@powersolutions.com,Active
Vendor-1191,PowerSolutions,Hardware,24086.6,16,Dublin,36,22,10,3884.98,5,10,1042,6e79--eewu@powersolutions.com,Pending
Vendor-1192,GreenCompute,Hardware,24132.4,20,Paris,48,7,5,4109.06,4,4,1354,k2duw5i_dx@greencompute.com,On Hold
Vendor-1193,TechOptima,Hardware,16718.2,13,Amsterdam,24,6,2,4935.36,4,11,2542,6jxx9fmugv@techoptima.com,Cancelled
Vendor-1194,CoolIT,Monitoring,15375.6,26,Vienna,60,7,12,510.37,4,13,6272,5h1ujglxog@coolit.com,In Development
Vendor-1195,PowerSolutions,Hardware,13708.8,11,Lisbon,36,9,4,2959.97,1,9,5842,-hgkrx2beb@powersolutions.com,In Development
Vendor-1196,PowerSolutions,Monitoring,14119.2,17,Lisbon,24,10,4,4559.12,5,9,10393,3d9_8ff3ux@powersolutions.com,Active
Vendor-1197,EcoInfra,Software,16351.5,29,Berlin,24,17,3,4262.47,4,17,9007,7kc26okd-w@ecoinfra.com,In Development
Vendor-1198,TechOptima,Hardware,13695.2,12,Stockholm,36,11,5,909.48,4,17,3512,h2yfv5vcal@techoptima.com,Cancelled
Vendor-1199,PowerSolutions,Monitoring,13527.5,17,Vienna,36,8,13,1869.36,3,9,9357,3m6i-1s8y5@powersolutions.com,On Hold
Vendor-1200,TechOptima,Hardware,10766.6,20,Amsterdam,60,22,6,1206.12,4,7,9709,6grnm033v1@techoptima.com,Active
Vendor-1201,EcoInfra,Renewable Energy,18555.8,18,Rome,60,16,13,4380.03,2,13,6391,ix0fdtdcg-@ecoinfra.com,Pending
Vendor-1202,TechOptima,Monitoring,22461.7,11,London,36,8,1,3149.75,4,6,4192,2pl517t7el@techoptima.com,In Development
Vendor-1203,TechOptima,Hardware,5674.6,28,Berlin,12,11,2,4195.75,3,16,7079,0v4yub4eop@techoptima.com,Active
Vendor-1204,TechOptima,Software,24276.7,10,London,24,16,6,3504.02,4,5,7692,l02c1nsaq8@techoptima.com,Active
Vendor-1205,TechOptima,Hardware,19487.4,27,Paris,36,23,7,2631.48,3,14,8621,83hpklibiu@techoptima.com,Inactive
Vendor-1206,CoolIT,Software,5190.0,10,Paris,36,6,5,4849.06,2,11,6841,xee-v0w402@coolit.com,In Development
Vendor-1207,TechOptima,Software,6998.4,25,Vienna,12,18,11,4254.43,3,12,5450,t8qpieqrkj@techoptima.com,In Development
Vendor-1208,CoolIT,Renewable Energy,23667.8,21,Stockholm,24,13,7,4308.26,5,7,9189,_9_2p1or99@coolit.com,In Development
Vendor-1209,PowerSolutions,Renewable Energy,18419.3,28,Lisbon,24,12,2,4888.16,4,19,6076,spn9edovs0@powersolutions.com,Active
Vendor-1210,PowerSolutions,Renewable Energy,6211.7,17,Stockholm,24,7,3,1170.97,1,5,6455,pmk-0qv1aj@powersolutions.com,On Hold
Vendor-1211,CoolIT,Software,11750.5,29,Dublin,24,17,9,4387.82,4,6,1369,onvfn-2gam@coolit.com,Active
Vendor-1212,PowerSolutions,Monitoring,22683.7,20,Vienna,60,9,1,3828.14,4,19,8994,rt6lfd7-l0@powersolutions.com,In Development
Vendor-1213,GreenCompute,Hardware,22114.6,21,Vienna,24,17,4,715.67,4,12,2950,m_hy06w447@greencompute.com,Pending
Vendor-1214,EcoInfra,Hardware,8813.5,23,London,24,16,7,943.05,5,19,8683,lbbo95uv86@ecoinfra.com,Cancelled
Vendor-1215,EcoInfra,Renewable Energy,13465.4,13,Berlin,12,21,8,4744.74,3,8,9399,ua-yfe3_h1@ecoinfra.com,In Development
Vendor-1216,EcoInfra,Hardware,20051.3,24,Amsterdam,60,15,6,1896.68,4,15,9595,jx1mwd1bsf@ecoinfra.com,On Hold
Vendor-1217,EcoInfra,Monitoring,18730.0,18,Amsterdam,12,14,10,1184.36,3,7,10717,y1yavln7of@ecoinfra.com,Pending
Vendor-1218,PowerSolutions,Hardware,6993.2,14,Dublin,60,19,3,4603.17,4,8,8084,5ij9kwk4uy@powersolutions.com,Active
Vendor-1219,EcoInfra,Hardware,16907.0,29,Berlin,12,18,1,4066.36,5,14,10218,50x_-d9jn2@ecoinfra.com,Pending
Vendor-1220,TechOptima,Hardware,5505.9,19,London,36,16,5,2804.02,1,11,3741,qj-lq6w3c7@techoptima.com,Active
Vendor-1221,CoolIT,Software,12228.7,19,Amsterdam,60,21,2,3630.61,4,9,4102,qmbujgy01t@coolit.com,On Hold
Vendor-1222,PowerSolutions,Monitoring,15354.2,19,Amsterdam,60,6,12,4993.82,4,4,6576,7cfs9vr483@powersolutions.com,In Development
Vendor-1223,EcoInfra,Hardware,5859.6,22,Dublin,48,10,10,1542.01,3,15,1044,hff5fweebe@ecoinfra.com,Active
Vendor-1224,PowerSolutions,Monitoring,21885.0,16,Paris,36,21,9,1752.42,3,18,7594,9c5noi78f1@powersolutions.com,Inactive
Vendor-1225,EcoInfra,Software,13265.9,23,Vienna,36,11,3,1370.52,3,7,7689,_7wcexq65q@ecoinfra.com,Active
Vendor-1226,GreenCompute,Renewable Energy,13111.8,18,Vienna,48,10,10,1743.22,4,18,1169,ykb9gvwznt@greencompute.com,Active
Vendor-1227,GreenCompute,Hardware,7196.0,29,Paris,12,20,1,984.81,1,5,3774,fay2zxsnfx@greencompute.com,In Development
Vendor-1228,PowerSolutions,Renewable Energy,14500.1,22,Vienna,12,7,6,4287.96,4,19,9869,w-lh4bdy88@powersolutions.com,Active
Vendor-1229,GreenCompute,Software,6735.3,16,Dublin,60,10,1,1232.62,4,12,4335,ktwlb09yqf@greencompute.com,Inactive
Vendor-1230,TechOptima,Hardware,8032.5,12,Lisbon,12,14,3,2221.52,4,13,8584,511y8wcvzo@techoptima.com,Active
Vendor-1231,TechOptima,Monitoring,21698.1,19,Dublin,48,19,13,3077.35,3,16,1477,_1gq9_j0ry@techoptima.com,Cancelled
Vendor-1232,CoolIT,Monitoring,18651.6,12,Rome,24,23,4,4359.11,4,9,7961,fnjn9m_pu3@coolit.com,Pending
Vendor-1233,GreenCompute,Monitoring,16924.1,25,Berlin,36,7,10,1078.99,3,4,10699,-sqvqb0cde@greencompute.com,On Hold
Vendor-1234,PowerSolutions,Hardware,15147.4,19,London,12,19,8,3409.1,4,14,7459,zcsgfd7-w8@powersolutions.com,In Development
Vendor-1235,PowerSolutions,Hardware,14457.0,28,Lisbon,48,22,11,4198.94,4,5,1123,o33_upebsg@powersolutions.com,Inactive
Vendor-1236,GreenCompute,Monitoring,24027.1,28,Lisbon,48,16,9,4425.85,4,8,4401,7crk2hs3sd@greencompute.com,On Hold
Vendor-1237,CoolIT,Software,24823.0,19,Lisbon,48,9,9,4637.93,4,17,3374,gw1sue8anw@coolit.com,Pending
Vendor-1238,EcoInfra,Renewable Energy,12702.2,29,Paris,60,12,10,833.28,4,19,4173,n0-y99uhn9@ecoinfra.com,Inactive
Vendor-1239,EcoInfra,Software,5273.6,19,Amsterdam,36,21,10,2595.41,5,12,1009,t92a9ylwuv@ecoinfra.com,Inactive
Vendor-1240,EcoInfra,Software,23202.4,19,Vienna,12,15,10,2463.92,4,7,10830,anz41tn1_o@ecoinfra.com,Active
Vendor-1241,CoolIT,Hardware,11404.9,21,Amsterdam,48,20,12,514.31,5,12,9536,3c06ns599r@coolit.com,Cancelled
Vendor-1242,GreenCompute,Monitoring,23474.9,27,London,12,16,7,3772.35,4,18,2287,c35i3-m0u_@greencompute.com,Inactive
Vendor-1243,PowerSolutions,Hardware,15662.2,18,London,36,6,5,3934.17,4,7,7172,wsbt_79o_0@powersolutions.com,Pending
