Server ID,Uptime (%),Workload (CPU %),Temperature (°C),Timestamp,Server Location,Server Type,Memory Usage (%),Disk Usage (%),Error Rate (%),Carbon Emissions (kg CO2),Maintenance Status,Power State,Fan Speed (RPM),Latency (ms),Year,Month,Day
Server-0509,95.3,99,38,2024-02-13 04:16:49,Galway,Edge,84,93,2,3.17,Active,Standby,4500,75,2024,2,13
Server-0510,98.1,42,40,2022-04-22 11:31:24,Donegal,Mainframe,67,60,2,180.59,Active,On,4724,35,2022,4,22
Server-0511,97.2,11,26,2023-03-23 17:45:43,Cork,Network Node,59,68,3,125.43,Active,On,4738,5,2023,3,23
Server-0512,96.4,76,35,2021-10-23 13:30:30,Galway,Cloud,82,58,0,250.08,Out of Service,On,2446,89,2021,10,23
Server-0513,96.6,4,25,2024-11-11 01:13:54,Mayo,Mainframe,55,60,2,188.74,Retired,On,4105,63,2024,11,11
Server-0514,99.7,5,26,2023-04-04 01:13:02,Limerick,Network Node,70,93,1,154.19,Active,On,4058,75,2023,4,4
Server-0515,99.8,4,41,2022-06-19 22:03:58,Carlow,Enterprise,79,56,4,122.69,Active,On,3807,86,2022,6,19
Server-0516,95.5,61,37,2021-05-15 08:43:15,Kilkenny,Edge,75,81,2,214.14,Under Repair,Standby,2026,6,2021,5,15
Server-0517,96.0,44,27,2023-03-30 01:55:19,Galway,Backup Server,56,70,2,215.33,Active,Off,2623,1,2023,3,30
Server-0518,99.6,38,33,2023-05-22 17:14:05,Galway,Edge,70,56,2,109.63,Active,On,2018,46,2023,5,22
Server-0519,98.1,69,32,2022-07-08 09:47:05,Kilkenny,Edge,87,78,2,208.61,Under Repair,On,3433,13,2022,7,8
Server-0520,98.5,5,38,2024-08-29 18:03:45,Donegal,Network Node,94,73,4,200.78,Needs Maintenance,Standby,3767,55,2024,8,29
Server-0521,96.7,74,33,2020-09-29 12:30:36,Kilkenny,Backup Server,82,91,3,163.8,Inactive,On,4082,19,2020,9,29
Server-0522,96.2,90,28,2022-08-06 03:23:42,Limerick,Enterprise,52,73,3,191.47,Needs Maintenance,On,2066,86,2022,8,6
Server-0523,97.2,15,27,2020-02-24 00:36:05,Mayo,Enterprise,61,89,4,178.35,Active,On,4780,29,2020,2,24
Server-0524,96.7,66,43,2020-08-16 01:00:48,Mayo,Mainframe,82,76,2,98.09,Active,On,2084,94,2020,8,16
Server-0525,99.7,85,35,2022-12-24 11:57:36,Kilkenny,Mainframe,73,94,0,167.94,Active,Off,4399,3,2022,12,24
Server-0526,95.8,31,28,2023-01-21 20:03:05,Mayo,Network Node,56,55,2,143.62,Under Repair,On,4773,7,2023,1,21
Server-0527,100.0,24,29,2023-07-17 09:39:39,Carlow,Mainframe,57,56,0,95.67,Active,On,2195,93,2023,7,17
Server-0528,99.5,81,38,2024-10-15 09:14:05,Dublin,Mainframe,86,76,1,110.82,Active,On,4639,6,2024,10,15
Server-0529,97.9,82,39,2021-07-17 14:41:42,Kilkenny,Edge,84,59,3,67.07,Active,On,4496,42,2021,7,17
Server-0530,96.7,93,40,2021-02-24 22:53:36,Cork,Mainframe,56,90,3,63.03,Under Repair,On,4907,62,2021,2,24
Server-0531,98.6,34,36,2020-03-02 00:24:04,Kilkenny,Mainframe,53,52,0,121.16,Under Repair,On,2055,10,2020,3,2
Server-0532,97.4,45,44,2020-06-01 11:22:27,Kilkenny,Mainframe,83,71,1,205.4,Retired,On,4506,31,2020,6,1
Server-0533,96.9,63,38,2024-06-05 11:39:13,Donegal,Network Node,88,60,3,85.47,Out of Service,On,3154,8,2024,6,5
Server-0534,96.7,53,28,2020-11-10 22:44:28,Limerick,Mainframe,71,80,1,89.94,Active,Off,2109,70,2020,11,10
Server-0535,95.4,26,27,2021-04-18 10:07:33,Cork,Cloud,82,91,3,245.81,Needs Maintenance,On,3764,7,2021,4,18
Server-0536,97.2,81,31,2021-05-29 13:38:36,Mayo,Cloud,60,53,0,102.46,Under Repair,On,2713,70,2021,5,29
Server-0537,96.2,12,29,2020-01-15 02:25:15,Limerick,Mainframe,58,51,3,151.51,Active,On,4895,19,2020,1,15
Server-0538,95.1,30,42,2021-04-25 19:36:15,Kilkenny,Cloud,91,70,3,175.08,Active,On,2411,27,2021,4,25
Server-0539,96.2,66,41,2022-06-08 21:04:22,Carlow,Edge,64,85,0,140.14,Needs Maintenance,On,2668,66,2022,6,8
Server-0540,96.2,30,36,2021-08-30 05:23:03,Kilkenny,Network Node,77,73,4,147.74,Out of Service,On,4440,49,2021,8,30
Server-0541,96.5,87,28,2023-10-12 00:06:12,Mayo,Mainframe,79,52,4,109.79,Active,Standby,4863,46,2023,10,12
Server-0542,99.7,61,35,2024-07-02 11:04:08,Kilkenny,Cloud,91,80,3,117.61,Needs Maintenance,On,3765,86,2024,7,2
Server-0543,99.5,36,38,2020-03-30 06:21:08,Cork,Backup Server,93,59,4,166.15,Needs Maintenance,On,3307,39,2020,3,30
Server-0544,95.2,21,31,2021-01-14 19:05:28,Galway,Backup Server,72,59,2,89.89,Inactive,Standby,4372,36,2021,1,14
Server-0545,96.2,96,32,2023-07-02 06:53:12,Galway,Edge,53,86,4,221.53,Retired,Off,4578,52,2023,7,2
Server-0546,97.2,44,34,2024-11-20 14:46:09,Galway,Edge,63,60,1,60.46,Active,On,4237,58,2024,11,20
Server-0547,96.4,14,35,2024-04-17 08:37:44,Limerick,Mainframe,68,62,2,160.71,Retired,On,3906,97,2024,4,17
Server-0548,97.0,61,30,2023-05-03 04:27:34,Dublin,Backup Server,73,69,4,96.84,Needs Maintenance,On,2523,76,2023,5,3
Server-0549,99.2,77,33,2020-10-06 07:49:20,Galway,Edge,94,84,2,173.6,Active,On,2181,29,2020,10,6
Server-0550,97.8,47,30,2020-01-01 03:54:18,Galway,Edge,85,76,2,101.46,Active,On,2366,9,2020,1,1
Server-0551,97.1,14,31,2020-03-09 01:21:52,Carlow,Mainframe,56,52,4,179.55,Active,On,3597,41,2020,3,9
Server-0552,97.4,28,42,2024-01-21 15:49:33,Galway,Cloud,67,72,1,190.76,Needs Maintenance,On,2577,87,2024,1,21
Server-0553,96.4,25,31,2025-01-28 18:59:57,Mayo,Enterprise,92,70,1,195.13,Needs Maintenance,Off,2883,26,2025,1,28
Server-0554,96.1,21,31,2024-07-04 19:29:05,Limerick,Network Node,94,80,2,125.63,Retired,On,3974,63,2024,7,4
Server-0555,96.1,3,38,2022-07-10 01:02:24,Dublin,Mainframe,64,94,4,225.32,Active,Standby,2923,28,2022,7,10
Server-0556,99.0,32,39,2020-11-09 06:49:21,Limerick,Backup Server,54,70,1,152.74,Retired,On,4066,53,2020,11,9
Server-0557,96.0,56,42,2023-07-17 09:52:21,Dublin,Cloud,90,93,4,147.92,Retired,On,2158,72,2023,7,17
Server-0558,99.6,68,28,2024-02-02 06:39:33,Donegal,Edge,85,57,4,177.58,Active,Off,2777,75,2024,2,2
Server-0559,97.2,27,28,2021-11-11 14:44:53,Mayo,Enterprise,69,77,3,68.31,Active,Off,3920,75,2021,11,11
Server-0560,97.7,34,33,2023-01-31 03:35:02,Dublin,Edge,56,71,3,138.62,Active,Off,2111,31,2023,1,31
Server-0561,98.1,41,29,2023-08-25 03:34:48,Galway,Enterprise,59,75,3,168.18,Retired,On,2559,77,2023,8,25
Server-0562,96.5,31,43,2021-08-14 03:59:08,Mayo,Enterprise,50,57,4,120.84,Inactive,On,3739,43,2021,8,14
Server-0563,99.5,92,28,2020-05-21 12:03:38,Mayo,Cloud,83,80,0,148.08,Active,Standby,4079,16,2020,5,21
Server-0564,98.0,45,26,2023-11-16 09:01:43,Mayo,Mainframe,72,52,4,233.65,Active,On,3722,75,2023,11,16
Server-0565,99.5,23,35,2024-12-08 05:24:33,Limerick,Cloud,79,67,1,109.99,Retired,On,3983,48,2024,12,8
Server-0566,97.5,93,40,2020-06-06 20:52:04,Mayo,Mainframe,91,61,1,190.08,Active,On,4572,33,2020,6,6
Server-0567,95.2,72,27,2024-04-21 18:02:26,Cork,Cloud,89,88,1,118.74,Active,On,4775,99,2024,4,21
Server-0568,95.2,47,44,2020-10-15 14:42:03,Donegal,Enterprise,68,80,0,154.07,Needs Maintenance,Standby,4077,18,2020,10,15
Server-0569,96.5,53,33,2024-05-04 06:48:54,Dublin,Cloud,82,89,2,176.75,Active,On,4476,31,2024,5,4
Server-0570,99.2,17,28,2024-11-18 13:37:14,Donegal,Network Node,83,84,4,191.23,Under Repair,Standby,2553,31,2024,11,18
Server-0571,96.3,10,25,2022-06-10 22:54:04,Limerick,Backup Server,65,94,3,168.7,Active,On,3584,11,2022,6,10
Server-0572,97.4,21,39,2021-12-31 09:29:35,Carlow,Mainframe,83,86,1,187.23,Under Repair,On,4117,71,2021,12,31
Server-0573,96.0,86,26,2022-06-02 22:40:49,Mayo,Mainframe,79,69,1,141.15,Retired,On,3757,30,2022,6,2
Server-0574,98.8,92,31,2020-05-11 00:12:37,Galway,Cloud,73,67,2,128.46,Out of Service,Off,3890,82,2020,5,11
Server-0575,98.3,76,42,2020-10-25 02:48:13,Limerick,Enterprise,81,78,2,201.72,Out of Service,On,2574,19,2020,10,25
Server-0576,99.5,95,39,2023-02-28 00:33:35,Galway,Enterprise,85,67,2,57.99,Out of Service,On,2052,81,2023,2,28
Server-0577,96.8,57,40,2025-01-11 09:25:27,Kilkenny,Edge,65,86,4,129.83,Active,Standby,3663,26,2025,1,11
Server-0578,99.9,73,27,2022-02-15 12:59:27,Kilkenny,Cloud,68,59,1,137.58,Retired,On,4395,20,2022,2,15
Server-0579,99.4,42,27,2023-10-31 10:04:04,Donegal,Edge,89,54,0,158.94,Under Repair,On,3567,3,2023,10,31
Server-0580,97.2,5,31,2021-07-28 23:57:45,Dublin,Enterprise,52,83,0,195.08,Needs Maintenance,On,2872,73,2021,7,28
Server-0581,99.3,84,41,2022-12-12 07:12:24,Cork,Edge,66,89,2,160.32,Needs Maintenance,On,3156,22,2022,12,12
Server-0582,97.1,34,32,2020-11-14 23:02:29,Dublin,Mainframe,80,82,0,139.12,Needs Maintenance,On,3111,34,2020,11,14
Server-0583,98.9,2,43,2021-11-23 10:11:20,Donegal,Mainframe,52,68,4,191.78,Out of Service,On,2324,98,2021,11,23
Server-0584,96.8,84,29,2020-08-25 11:09:39,Kilkenny,Network Node,61,63,0,164.21,Needs Maintenance,On,2316,83,2020,8,25
Server-0585,96.3,83,31,2020-11-05 00:46:45,Dublin,Mainframe,87,75,2,156.47,Active,On,2401,54,2020,11,5
Server-0586,98.7,42,43,2024-08-02 12:32:50,Donegal,Network Node,79,55,0,230.08,Inactive,On,3336,56,2024,8,2
Server-0587,99.8,33,32,2021-12-11 16:24:38,Galway,Enterprise,89,88,1,198.45,Active,On,3502,63,2021,12,11
Server-0588,98.6,2,26,2023-08-27 06:40:08,Galway,Network Node,55,71,4,282.72,Inactive,Standby,2674,4,2023,8,27
Server-0589,99.9,44,32,2021-06-01 20:34:44,Galway,Cloud,62,53,4,52.32,Under Repair,On,3114,3,2021,6,1
Server-0590,99.6,44,38,2023-10-01 05:49:06,Donegal,Cloud,83,83,4,214.73,Active,Standby,4075,90,2023,10,1
Server-0591,97.1,36,34,2020-12-31 22:22:52,Limerick,Mainframe,54,53,1,224.27,Inactive,Off,4891,2,2020,12,31
Server-0592,97.5,52,42,2021-01-22 11:16:12,Kilkenny,Network Node,71,51,1,115.9,Inactive,On,2385,48,2021,1,22
Server-0593,96.0,4,42,2024-05-30 19:36:44,Galway,Cloud,58,72,1,144.19,Needs Maintenance,On,2262,19,2024,5,30
Server-0594,97.2,49,40,2020-06-18 10:40:05,Carlow,Network Node,82,69,3,154.32,Active,On,3299,53,2020,6,18
Server-0595,98.8,74,39,2022-01-30 05:27:51,Limerick,Enterprise,76,76,4,127.56,Out of Service,On,3264,86,2022,1,30
Server-0596,97.6,63,31,2021-09-15 17:19:41,Limerick,Edge,61,62,2,132.97,Active,On,3857,6,2021,9,15
Server-0597,99.9,16,36,2023-06-27 16:53:34,Cork,Cloud,67,84,0,315.31,Needs Maintenance,On,2137,32,2023,6,27
Server-0598,95.6,3,27,2021-05-30 09:37:48,Donegal,Network Node,91,90,3,150.11,Under Repair,On,4481,38,2021,5,30
Server-0599,97.5,7,25,2022-12-25 23:02:19,Kilkenny,Cloud,58,68,0,179.49,Needs Maintenance,On,3804,5,2022,12,25
Server-0600,97.7,40,35,2020-05-03 12:40:06,Kilkenny,Cloud,74,70,0,168.73,Active,On,4055,82,2020,5,3
Server-0601,95.7,21,27,2023-03-03 16:13:13,Galway,Enterprise,79,58,1,154.67,Retired,On,4220,52,2023,3,3
Server-0602,99.0,95,25,2021-06-26 07:06:41,Carlow,Cloud,86,60,3,93.8,Needs Maintenance,On,3172,35,2021,6,26
Server-0603,99.1,26,36,2023-07-13 06:21:31,Limerick,Edge,91,84,2,198.24,Needs Maintenance,On,4166,54,2023,7,13
Server-0604,99.5,57,36,2020-04-28 11:25:40,Dublin,Cloud,65,59,0,147.63,Needs Maintenance,Standby,3285,52,2020,4,28
Server-0605,99.7,5,44,2024-04-29 01:32:50,Cork,Enterprise,76,90,0,72.16,Active,Standby,4091,84,2024,4,29
Server-0606,98.7,30,40,2023-07-10 05:54:03,Kilkenny,Mainframe,72,55,3,158.08,Needs Maintenance,On,2586,16,2023,7,10
Server-0607,99.2,58,29,2020-12-24 20:19:25,Kilkenny,Backup Server,55,88,2,165.4,Retired,Off,4585,14,2020,12,24
Server-0608,95.4,3,37,2024-06-30 10:16:27,Cork,Enterprise,80,70,2,208.02,Active,On,4689,88,2024,6,30
Server-0609,96.9,46,27,2022-04-03 20:04:30,Mayo,Enterprise,91,63,2,82.6,Active,On,2339,8,2022,4,3
Server-0610,96.4,93,29,2024-02-28 17:52:44,Galway,Network Node,63,92,0,144.2,Needs Maintenance,On,2038,43,2024,2,28
Server-0611,99.0,42,25,2025-04-07 09:40:00,Donegal,Network Node,76,88,1,115.96,Needs Maintenance,On,4542,86,2025,4,7
Server-0612,96.5,96,39,2023-10-21 15:42:58,Kilkenny,Mainframe,66,88,3,108.37,Under Repair,On,3115,35,2023,10,21
Server-0613,97.5,94,26,2022-08-29 09:24:45,Mayo,Edge,92,94,2,161.25,Retired,On,3574,70,2022,8,29
Server-0614,97.1,59,38,2021-05-20 09:50:16,Limerick,Cloud,55,61,1,127.74,Needs Maintenance,On,4639,66,2021,5,20
Server-0615,98.8,27,42,2023-04-07 04:24:08,Donegal,Enterprise,63,83,2,175.19,Needs Maintenance,On,3932,65,2023,4,7
Server-0616,97.9,88,27,2023-03-16 16:21:49,Carlow,Mainframe,68,88,0,105.35,Active,Standby,4972,79,2023,3,16
Server-0617,97.0,62,25,2021-06-16 08:04:51,Donegal,Edge,59,59,2,142.91,Active,On,2764,29,2021,6,16
Server-0618,95.7,16,39,2021-10-22 10:53:26,Galway,Backup Server,94,59,0,164.33,Active,Off,2621,8,2021,10,22
Server-0619,95.8,94,35,2022-08-25 07:06:54,Cork,Cloud,80,87,3,170.92,Under Repair,On,3573,55,2022,8,25
Server-0620,98.6,49,40,2020-03-11 13:07:12,Mayo,Network Node,76,74,0,159.38,Inactive,On,4147,34,2020,3,11
Server-0621,95.2,99,38,2020-04-23 11:10:22,Mayo,Backup Server,88,61,2,147.89,Inactive,On,2183,56,2020,4,23
Server-0622,97.2,16,31,2022-06-20 11:33:56,Limerick,Mainframe,89,50,4,121.11,Needs Maintenance,On,2995,76,2022,6,20
Server-0623,98.6,9,30,2021-02-18 03:08:13,Cork,Enterprise,52,75,1,229.41,Active,Off,4125,26,2021,2,18
Server-0624,96.8,47,39,2021-04-13 19:25:02,Cork,Mainframe,77,85,0,160.71,Active,On,2155,48,2021,4,13
Server-0625,98.3,21,38,2020-04-20 21:09:21,Galway,Cloud,73,62,0,93.27,Inactive,Off,2396,62,2020,4,20
Server-0626,98.8,63,44,2023-09-25 04:38:27,Dublin,Enterprise,86,68,4,51.79,Needs Maintenance,On,4127,18,2023,9,25
Server-0627,99.4,94,31,2024-05-11 15:28:45,Galway,Enterprise,60,86,2,209.84,Under Repair,On,2129,8,2024,5,11
Server-0628,96.1,29,42,2023-11-14 09:19:04,Cork,Backup Server,60,80,1,85.57,Active,On,4992,51,2023,11,14
Server-0629,98.5,19,33,2020-10-23 01:38:06,Cork,Edge,80,78,1,159.29,Active,On,3297,9,2020,10,23
Server-0630,97.8,13,36,2022-11-17 08:58:09,Mayo,Enterprise,63,76,1,90.28,Inactive,Standby,4823,39,2022,11,17
Server-0631,97.3,14,44,2020-12-17 05:45:29,Donegal,Backup Server,92,68,1,157.17,Needs Maintenance,On,2373,42,2020,12,17
Server-0632,97.1,42,31,2025-02-16 09:34:56,Mayo,Backup Server,60,61,3,165.61,Active,Off,4156,96,2025,2,16
Server-0633,99.4,56,41,2021-02-19 00:26:26,Cork,Backup Server,93,73,0,190.03,Out of Service,On,2814,74,2021,2,19
Server-0634,95.9,18,42,2023-08-22 07:16:46,Limerick,Cloud,55,88,3,145.43,Under Repair,On,4682,36,2023,8,22
Server-0635,98.9,52,42,2021-07-16 07:43:42,Kilkenny,Cloud,50,70,3,145.62,Active,Off,3366,60,2021,7,16
Server-0636,95.4,39,42,2024-06-28 19:01:30,Limerick,Cloud,61,73,2,96.62,Inactive,On,2152,24,2024,6,28
Server-0637,97.7,94,26,2020-07-03 15:20:54,Carlow,Enterprise,51,71,0,137.26,Active,Standby,4659,46,2020,7,3
Server-0638,95.8,22,29,2021-01-11 11:57:32,Galway,Network Node,85,88,2,151.91,Active,On,3154,8,2021,1,11
Server-0639,97.3,77,28,2024-10-15 15:58:40,Limerick,Mainframe,58,80,3,152.06,Active,On,2412,89,2024,10,15
Server-0640,97.4,21,41,2023-12-17 17:50:23,Donegal,Backup Server,65,68,2,141.6,Inactive,On,2370,90,2023,12,17
Server-0641,98.7,93,35,2023-01-24 02:49:22,Donegal,Cloud,90,62,3,96.28,Inactive,On,3013,76,2023,1,24
Server-0642,96.0,71,30,2020-12-11 04:03:16,Kilkenny,Edge,91,83,4,85.21,Needs Maintenance,Off,3175,26,2020,12,11
Server-0643,96.5,30,27,2021-05-26 23:05:25,Dublin,Edge,83,91,3,225.38,Needs Maintenance,On,4908,35,2021,5,26
Server-0644,97.5,15,32,2020-07-17 23:34:44,Dublin,Backup Server,50,83,0,179.43,Out of Service,Standby,3525,44,2020,7,17
Server-0645,98.8,53,26,2020-07-21 02:13:27,Cork,Backup Server,82,76,2,267.94,Needs Maintenance,On,4592,49,2020,7,21
Server-0646,97.7,23,29,2021-03-22 19:47:28,Carlow,Enterprise,51,83,1,170.07,Out of Service,On,3548,24,2021,3,22
Server-0647,99.0,20,34,2024-10-10 19:22:16,Limerick,Enterprise,78,88,1,183.3,Retired,On,3421,57,2024,10,10
Server-0648,98.3,71,30,2020-07-19 21:19:14,Mayo,Edge,91,76,0,104.73,Under Repair,Off,4721,16,2020,7,19
Server-0649,99.6,81,37,2020-08-04 19:17:23,Carlow,Enterprise,58,82,2,223.43,Retired,On,3561,41,2020,8,4
Server-0650,98.3,37,30,2022-02-28 08:56:03,Donegal,Edge,57,53,1,57.66,Active,On,4230,44,2022,2,28
Server-0651,96.7,69,28,2024-07-22 11:05:15,Limerick,Mainframe,77,77,2,182.28,Needs Maintenance,On,3915,6,2024,7,22
Server-0652,95.5,13,25,2025-04-10 10:12:54,Galway,Network Node,52,56,1,155.56,Needs Maintenance,On,4823,40,2025,4,10
Server-0653,98.5,29,26,2024-08-31 00:23:51,Dublin,Cloud,93,75,0,222.95,Retired,Standby,4041,82,2024,8,31
Server-0654,99.9,77,40,2021-03-11 09:02:22,Limerick,Mainframe,60,75,1,143.46,Active,On,3670,13,2021,3,11
Server-0655,97.4,6,32,2024-03-02 19:16:36,Donegal,Enterprise,50,70,1,151.92,Needs Maintenance,Off,2563,98,2024,3,2
Server-0656,95.7,3,44,2020-06-08 02:10:04,Dublin,Mainframe,55,66,1,53.41,Active,On,4652,52,2020,6,8
Server-0657,96.6,82,38,2023-11-09 16:22:58,Dublin,Network Node,91,81,0,55.37,Retired,On,3244,22,2023,11,9
Server-0658,97.1,24,39,2024-07-17 21:41:12,Limerick,Edge,62,76,3,168.47,Active,Standby,4397,7,2024,7,17
Server-0659,95.7,24,32,2020-12-30 04:13:45,Carlow,Edge,94,93,2,206.94,Inactive,On,2317,18,2020,12,30
Server-0660,96.7,18,34,2022-12-17 23:11:24,Donegal,Edge,76,51,4,164.49,Needs Maintenance,On,3002,85,2022,12,17
Server-0661,99.0,29,30,2022-03-22 10:08:59,Carlow,Backup Server,72,93,4,143.24,Needs Maintenance,On,3208,91,2022,3,22
Server-0662,96.6,42,41,2024-09-30 13:59:46,Mayo,Enterprise,83,75,1,165.4,Under Repair,On,4924,8,2024,9,30
Server-0663,100.0,93,31,2022-08-26 21:50:51,Kilkenny,Network Node,92,77,2,159.92,Needs Maintenance,On,2159,50,2022,8,26
Server-0664,96.5,14,38,2020-09-07 17:37:44,Carlow,Network Node,81,70,1,183.12,Under Repair,Off,4002,32,2020,9,7
Server-0665,95.5,47,41,2023-08-23 12:22:41,Donegal,Backup Server,78,89,2,101.89,Retired,On,3333,5,2023,8,23
Server-0666,98.9,28,35,2024-03-26 03:00:49,Galway,Enterprise,55,88,4,162.8,Needs Maintenance,On,4033,14,2024,3,26
Server-0667,95.6,98,32,2024-06-13 01:09:10,Dublin,Cloud,89,84,1,99.42,Under Repair,On,4921,49,2024,6,13
Server-0668,95.2,32,32,2021-04-24 15:09:43,Mayo,Edge,63,75,1,205.17,Retired,Standby,4216,2,2021,4,24
Server-0669,97.0,38,33,2022-08-20 23:52:30,Carlow,Mainframe,63,70,2,95.27,Retired,Off,3061,39,2022,8,20
Server-0670,99.5,39,25,2020-08-22 03:41:15,Galway,Mainframe,82,55,3,138.77,Retired,On,4246,24,2020,8,22
Server-0671,97.9,22,37,2021-03-30 06:11:15,Cork,Mainframe,73,81,1,179.87,Under Repair,Standby,2580,13,2021,3,30
Server-0672,99.6,86,33,2023-08-19 14:22:59,Mayo,Backup Server,84,51,4,83.98,Out of Service,On,4757,86,2023,8,19
Server-0673,99.4,61,32,2023-06-04 06:56:21,Donegal,Backup Server,60,61,1,109.28,Active,Off,3577,11,2023,6,4
Server-0674,95.4,42,28,2023-05-04 15:48:15,Cork,Cloud,63,67,0,261.75,Needs Maintenance,Standby,4723,19,2023,5,4
Server-0675,95.3,63,29,2020-01-21 15:33:01,Kilkenny,Backup Server,94,63,0,197.04,Needs Maintenance,Off,2845,44,2020,1,21
Server-0676,96.5,41,33,2020-09-05 02:22:35,Kilkenny,Enterprise,94,55,3,166.73,Inactive,On,3097,94,2020,9,5
Server-0677,99.4,51,41,2023-10-31 13:30:56,Mayo,Enterprise,75,51,2,182.26,Active,Off,3711,4,2023,10,31
Server-0678,97.5,93,33,2021-09-17 08:18:35,Cork,Edge,75,72,0,64.78,Active,On,4663,53,2021,9,17
Server-0679,99.8,79,33,2022-02-02 02:26:28,Donegal,Cloud,89,65,1,181.42,Needs Maintenance,On,4459,28,2022,2,2
Server-0680,96.5,32,30,2021-08-06 10:36:01,Dublin,Mainframe,83,67,1,247.74,Under Repair,On,4087,75,2021,8,6
Server-0681,97.2,90,44,2024-04-19 21:35:37,Mayo,Enterprise,64,51,2,125.31,Needs Maintenance,On,4057,42,2024,4,19
Server-0682,95.1,9,26,2022-03-28 18:00:22,Galway,Cloud,77,51,0,241.18,Needs Maintenance,On,4434,49,2022,3,28
Server-0683,99.4,19,27,2021-06-15 04:47:10,Cork,Backup Server,80,94,4,126.87,Active,On,2139,68,2021,6,15
Server-0684,95.8,62,35,2022-11-24 22:39:12,Mayo,Network Node,51,94,2,156.07,Inactive,On,4500,16,2022,11,24
Server-0685,99.9,3,44,2022-09-28 22:15:31,Limerick,Cloud,71,72,4,83.03,Active,On,3020,26,2022,9,28
Server-0686,96.5,83,27,2021-03-02 09:29:07,Cork,Edge,90,94,1,171.79,Active,On,2282,92,2021,3,2
Server-0687,99.7,14,33,2021-02-20 10:49:05,Galway,Mainframe,84,87,4,157.45,Under Repair,On,2777,31,2021,2,20
Server-0688,98.4,14,37,2020-04-03 17:06:42,Cork,Enterprise,67,51,2,138.87,Active,On,4033,55,2020,4,3
Server-0689,97.9,62,44,2023-01-22 16:55:59,Donegal,Backup Server,93,59,0,106.96,Active,Standby,4636,7,2023,1,22
Server-0690,95.6,46,38,2024-10-21 15:21:09,Galway,Enterprise,81,65,2,161.26,Under Repair,Off,2729,16,2024,10,21
Server-0691,95.5,16,34,2021-07-24 14:34:41,Carlow,Backup Server,84,92,3,118.61,Retired,On,2154,48,2021,7,24
Server-0692,96.3,83,41,2021-10-03 07:56:44,Mayo,Network Node,55,93,3,205.32,Active,On,4420,58,2021,10,3
Server-0693,96.8,48,36,2025-02-11 23:09:41,Carlow,Network Node,53,71,4,162.97,Needs Maintenance,On,2575,91,2025,2,11
Server-0694,98.1,16,36,2020-11-04 10:29:13,Dublin,Network Node,79,92,1,125.71,Needs Maintenance,On,4536,38,2020,11,4
Server-0695,95.8,11,44,2020-06-05 19:00:55,Mayo,Edge,61,65,0,200.02,Out of Service,Standby,4990,13,2020,6,5
Server-0696,98.5,10,33,2023-08-01 07:53:52,Limerick,Mainframe,86,82,4,128.46,Out of Service,On,4311,86,2023,8,1
Server-0697,95.3,93,36,2020-08-16 09:28:49,Kilkenny,Network Node,57,89,2,198.63,Needs Maintenance,On,4262,54,2020,8,16
Server-0698,99.3,25,33,2024-03-12 11:33:59,Cork,Backup Server,70,73,3,155.89,Out of Service,On,4407,54,2024,3,12
Server-0699,99.4,88,35,2023-11-06 20:16:23,Donegal,Mainframe,80,74,0,54.61,Retired,Standby,3599,37,2023,11,6
Server-0700,99.5,44,33,2023-02-01 02:18:15,Limerick,Mainframe,71,90,3,179.4,Needs Maintenance,Standby,4165,64,2023,2,1
Server-0701,97.1,80,37,2024-10-23 00:39:45,Galway,Network Node,63,60,0,147.35,Active,Standby,2576,23,2024,10,23
Server-0702,95.7,53,37,2022-02-17 15:48:38,Kilkenny,Mainframe,58,88,0,177.75,Active,Standby,2129,83,2022,2,17
Server-0703,97.5,64,37,2024-09-19 04:55:12,Kilkenny,Enterprise,82,61,3,160.79,Retired,On,3624,52,2024,9,19
Server-0704,98.8,62,37,2023-01-07 16:06:57,Cork,Mainframe,65,88,3,161.11,Needs Maintenance,On,2630,6,2023,1,7
Server-0705,96.3,25,31,2023-09-28 21:40:29,Kilkenny,Mainframe,67,55,2,152.13,Needs Maintenance,On,3063,12,2023,9,28
Server-0706,98.3,66,36,2022-12-26 21:54:10,Donegal,Enterprise,65,53,2,294.13,Active,Off,4827,11,2022,12,26
Server-0707,95.1,58,33,2023-08-11 11:57:30,Donegal,Enterprise,79,62,0,176.29,Retired,On,4731,46,2023,8,11
Server-0708,99.1,42,26,2020-04-03 18:09:31,Carlow,Cloud,93,51,2,61.59,Under Repair,On,4059,12,2020,4,3
Server-0709,96.1,10,36,2021-09-07 21:12:35,Carlow,Cloud,61,60,2,74.61,Active,On,2139,72,2021,9,7
Server-0710,99.6,46,28,2022-06-12 16:28:16,Donegal,Network Node,63,76,2,171.67,Needs Maintenance,On,3094,11,2022,6,12
Server-0711,97.7,27,44,2022-07-14 07:05:42,Mayo,Backup Server,89,82,0,121.38,Under Repair,On,2869,10,2022,7,14
Server-0712,96.9,27,28,2021-03-06 11:38:50,Cork,Edge,86,90,1,203.67,Needs Maintenance,On,4521,29,2021,3,6
Server-0713,98.7,93,27,2022-04-08 20:17:28,Mayo,Mainframe,79,73,1,166.15,Active,On,3317,79,2022,4,8
Server-0714,96.6,34,41,2025-03-17 22:30:03,Galway,Mainframe,70,71,4,168.84,Out of Service,On,4255,98,2025,3,17
